"","SeqName","Project","SampleType","Mouse","Day","Community","MouseType","Diet","Well","pH","Location","finalDaySamples","Buffer","Replicate","Inoculum","names","Condition","mouse_location","mouse_sampleType"
"c2m7_S687","c2m7_S687","c2m7","DAY0_3",NA,"0",NA,NA,NA,"G3","8",NA,0,0,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_3_NA_NA_NA"
"c2m7_S688","c2m7_S688","c2m7","DAY0_3",NA,"0",NA,NA,NA,"G4","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_3_NA_NA_NA"
"c2m7_S689","c2m7_S689","c2m7","DAY0_3",NA,"0",NA,NA,NA,"G5","6",NA,0,100,NA,NA,NA,"6_NA","NA_NA_NA_NA_NA","NA_DAY0_3_NA_NA_NA"
"c2m7_S69","c2m7_S69","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"F3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S690","c2m7_S690","c2m7","DAY0_3",NA,"0",NA,NA,NA,"G6","6.5",NA,0,100,NA,NA,NA,"6.5_NA","NA_NA_NA_NA_NA","NA_DAY0_3_NA_NA_NA"
"c2m7_S691","c2m7_S691","c2m7","DAY0_3",NA,"0",NA,NA,NA,"G7","7",NA,0,100,NA,NA,NA,"7_NA","NA_NA_NA_NA_NA","NA_DAY0_3_NA_NA_NA"
"c2m7_S692","c2m7_S692","c2m7","DAY0_3",NA,"0",NA,NA,NA,"G8","7.5",NA,0,100,NA,NA,NA,"7.5_NA","NA_NA_NA_NA_NA","NA_DAY0_3_NA_NA_NA"
"c2m7_S693","c2m7_S693","c2m7","DAY0_3",NA,"0",NA,NA,NA,"G9","8",NA,0,100,NA,NA,NA,"8_NA","NA_NA_NA_NA_NA","NA_DAY0_3_NA_NA_NA"
"c2m7_S694","c2m7_S694","c2m7","DAY0_3",NA,"0",NA,NA,NA,"G10","8.5",NA,0,100,NA,NA,NA,"8.5_NA","NA_NA_NA_NA_NA","NA_DAY0_3_NA_NA_NA"
"c2m7_S695","c2m7_S695","c2m7","DAY0_3",NA,"0",NA,NA,NA,"G11","9",NA,0,100,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_3_NA_NA_NA"
"c2m7_S696","c2m7_S696","c2m7","DAY0_3",NA,"0",NA,NA,NA,"G12","9",NA,0,0,NA,NA,NA,"9_NA","NA_NA_NA_NA_NA","NA_DAY0_3_NA_NA_NA"
"c2m7_S7","c2m7_S7","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"A1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S70","c2m7_S70","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"F1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S71","c2m7_S71","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"F2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S72","c2m7_S72","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"F3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S73","c2m7_S73","c2m7","p4mp1_d4",NA,NA,NA,NA,NA,"G1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d4_NA_NA_NA"
"c2m7_S74","c2m7_S74","c2m7","p4mp1_d4",NA,NA,NA,NA,NA,"G2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d4_NA_NA_NA"
"c2m7_S75","c2m7_S75","c2m7","p4mp1_d4",NA,NA,NA,NA,NA,"G3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d4_NA_NA_NA"
"c2m7_S76","c2m7_S76","c2m7","p4mp1_d10",NA,NA,NA,NA,NA,"G1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d10_NA_NA_NA"
"c2m7_S77","c2m7_S77","c2m7","p4mp1_d10",NA,NA,NA,NA,NA,"G2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d10_NA_NA_NA"
"c2m7_S79","c2m7_S79","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"G1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S8","c2m7_S8","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"A2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S80","c2m7_S80","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"G2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S81","c2m7_S81","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"G3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S82","c2m7_S82","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"G1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S83","c2m7_S83","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"G2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S84","c2m7_S84","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"G3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S85","c2m7_S85","c2m7","p4mp1_d4",NA,NA,NA,NA,NA,"H1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d4_NA_NA_NA"
"c2m7_S86","c2m7_S86","c2m7","p4mp1_d4",NA,NA,NA,NA,NA,"H2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d4_NA_NA_NA"
"c2m7_S87","c2m7_S87","c2m7","p4mp1_d4",NA,NA,NA,NA,NA,"H3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d4_NA_NA_NA"
"c2m7_S88","c2m7_S88","c2m7","p4mp1_d10",NA,NA,NA,NA,NA,"H1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d10_NA_NA_NA"
"c2m7_S89","c2m7_S89","c2m7","p4mp1_d10",NA,NA,NA,NA,NA,"H2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d10_NA_NA_NA"
"c2m7_S9","c2m7_S9","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"A3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S90","c2m7_S90","c2m7","p4mp1_d10",NA,NA,NA,NA,NA,"H3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d10_NA_NA_NA"
"c2m7_S91","c2m7_S91","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"H1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S92","c2m7_S92","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"H2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S93","c2m7_S93","c2m7","p4mp1_d12",NA,NA,NA,NA,NA,"H3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d12_NA_NA_NA"
"c2m7_S95","c2m7_S95","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"H2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S96","c2m7_S96","c2m7","p4mp1_d14",NA,NA,NA,NA,NA,"H3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp1_d14_NA_NA_NA"
"c2m7_S97","c2m7_S97","c2m7","p4mp2_d4",NA,NA,NA,NA,NA,"H1","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp2_d4_NA_NA_NA"
"c2m7_S98","c2m7_S98","c2m7","p4mp2_d4",NA,NA,NA,NA,NA,"A2","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp2_d4_NA_NA_NA"
"c2m7_S99","c2m7_S99","c2m7","p4mp2_d4",NA,NA,NA,NA,NA,"A3","0",NA,0,NA,NA,NA,NA,"0_NA","NA_NA_NA_NA_NA","NA_p4mp2_d4_NA_NA_NA"
"m3g1_p1_D11_well_A1_Isolate_S47","m3g1_p1_D11_well_A1_Isolate_S47","m3g1","well_A1","Isolate","","Bacteroides uniformis","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bacteroides uniformis_","Isolate_well_A1__Bacteroides uniformis_"
"m3g1_p1_D12_well_A2_Isolate_S48","m3g1_p1_D12_well_A2_Isolate_S48","m3g1","well_A2","Isolate","","Bacteroides salyersiae","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bacteroides salyersiae_","Isolate_well_A2__Bacteroides salyersiae_"
"m3g1_p1_E1_well_A3_Isolate_S49","m3g1_p1_E1_well_A3_Isolate_S49","m3g1","well_A3","Isolate","","Bacteroides thetaiotaomicron","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bacteroides thetaiotaomicron_","Isolate_well_A3__Bacteroides thetaiotaomicron_"
"m3g1_p1_E10_well_A12_Isolate_S58","m3g1_p1_E10_well_A12_Isolate_S58","m3g1","well_A12","Isolate","","Lactobacillus rhamnosus","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Lactobacillus rhamnosus_","Isolate_well_A12__Lactobacillus rhamnosus_"
"m3g1_p1_E12_well_B2_Isolate_S60","m3g1_p1_E12_well_B2_Isolate_S60","m3g1","well_B2","Isolate","","Bifidobaterium NA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bifidobaterium NA_","Isolate_well_B2__Bifidobaterium NA_"
"m3g1_p1_E2_well_A4_Isolate_S50","m3g1_p1_E2_well_A4_Isolate_S50","m3g1","well_A4","Isolate","","Bacteroides kribbi","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bacteroides kribbi_","Isolate_well_A4__Bacteroides kribbi_"
"m3g1_p1_E3_well_A5_Isolate_S51","m3g1_p1_E3_well_A5_Isolate_S51","m3g1","well_A5","Isolate","","Bacteroides vulgatus","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bacteroides vulgatus_","Isolate_well_A5__Bacteroides vulgatus_"
"m3g1_p1_E4_well_A6_Isolate_S52","m3g1_p1_E4_well_A6_Isolate_S52","m3g1","well_A6","Isolate","","Alistipes shaii","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Alistipes shaii_","Isolate_well_A6__Alistipes shaii_"
"m3g1_p1_E5_well_A7_Isolate_S53","m3g1_p1_E5_well_A7_Isolate_S53","m3g1","well_A7","Isolate","","Parabacteroides distasonis ATCC 8503","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Parabacteroides distasonis ATCC 8503_","Isolate_well_A7__Parabacteroides distasonis ATCC 8503_"
"m3g1_p1_E6_well_A8_Isolate_S54","m3g1_p1_E6_well_A8_Isolate_S54","m3g1","well_A8","Isolate","","Phascolarctobacterium faecium","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Phascolarctobacterium faecium_","Isolate_well_A8__Phascolarctobacterium faecium_"
"m3g1_p1_E7_well_A9_Isolate_S55","m3g1_p1_E7_well_A9_Isolate_S55","m3g1","well_A9","Isolate","","[Clostridium] clostridioforme","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__[Clostridium] clostridioforme_","Isolate_well_A9__[Clostridium] clostridioforme_"
"m3g1_p1_E8_well_A10_Isolate_S56","m3g1_p1_E8_well_A10_Isolate_S56","m3g1","well_A10","Isolate","","Anaerostipes hadrus","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Anaerostipes hadrus_","Isolate_well_A10__Anaerostipes hadrus_"
"m3g1_p1_E9_well_A11_Isolate_S57","m3g1_p1_E9_well_A11_Isolate_S57","m3g1","well_A11","Isolate","","Blautia faecis","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Blautia faecis_","Isolate_well_A11__Blautia faecis_"
"m3g1_p1_F1_well_B3_Isolate_S61","m3g1_p1_F1_well_B3_Isolate_S61","m3g1","well_B3","Isolate","","Escherichia/Shigella NA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Escherichia/Shigella NA_","Isolate_well_B3__Escherichia/Shigella NA_"
"m3g1_p1_F2_well_B4_Isolate_S62","m3g1_p1_F2_well_B4_Isolate_S62","m3g1","well_B4","Isolate","","Dorea longicatena","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Dorea longicatena_","Isolate_well_B4__Dorea longicatena_"
"m3g1_p1_F3_well_B5_Isolate_S63","m3g1_p1_F3_well_B5_Isolate_S63","m3g1","well_B5","Isolate","","Enterococcus saigonensis","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Enterococcus saigonensis_","Isolate_well_B5__Enterococcus saigonensis_"
"m3g1_p1_F4_well_B6_Isolate_S64","m3g1_p1_F4_well_B6_Isolate_S64","m3g1","well_B6","Isolate","","Bifidobaterium NA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bifidobaterium NA_","Isolate_well_B6__Bifidobaterium NA_"
"m3g1_p3_A10_Day0_Gavage__S202","m3g1_p3_A10_Day0_Gavage__S202","m3g1","Day0_Gavage","","","synSC","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__synSC_","_Day0_Gavage__synSC_"
"m3g1_p3_A9_Day0_Gavage__S201","m3g1_p3_A9_Day0_Gavage__S201","m3g1","Day0_Gavage","","","synIC","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__synIC_","_Day0_Gavage__synIC_"
"m3g2_p1_F10_well_A6_Isolate_S70","m3g2_p1_F10_well_A6_Isolate_S70","m3g2","well_A6","Isolate","","Dorea longicatena","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Dorea longicatena_","Isolate_well_A6__Dorea longicatena_"
"m3g2_p1_F11_well_A7_Isolate_S71","m3g2_p1_F11_well_A7_Isolate_S71","m3g2","well_A7","Isolate","","Enterococcus saigonensis","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Enterococcus saigonensis_","Isolate_well_A7__Enterococcus saigonensis_"
"m3g2_p1_F12_well_A8_Isolate_S72","m3g2_p1_F12_well_A8_Isolate_S72","m3g2","well_A8","Isolate","","Bifidobaterium NA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bifidobaterium NA_","Isolate_well_A8__Bifidobaterium NA_"
"m3g2_p1_F5_well_A1_Isolate_S65","m3g2_p1_F5_well_A1_Isolate_S65","m3g2","well_A1","Isolate","","Phascolarctobacterium faecium","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Phascolarctobacterium faecium_","Isolate_well_A1__Phascolarctobacterium faecium_"
"m3g2_p1_F6_well_A2_Isolate_S66","m3g2_p1_F6_well_A2_Isolate_S66","m3g2","well_A2","Isolate","","Anaerostipes hadrus","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Anaerostipes hadrus_","Isolate_well_A2__Anaerostipes hadrus_"
"m3g2_p1_F7_well_A3_Isolate_S67","m3g2_p1_F7_well_A3_Isolate_S67","m3g2","well_A3","Isolate","","Blautia faecis","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Blautia faecis_","Isolate_well_A3__Blautia faecis_"
"m3g2_p1_F8_well_A4_Isolate_S68","m3g2_p1_F8_well_A4_Isolate_S68","m3g2","well_A4","Isolate","","Bifidobaterium NA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bifidobaterium NA_","Isolate_well_A4__Bifidobaterium NA_"
"m3g2_p1_F9_well_A5_Isolate_S69","m3g2_p1_F9_well_A5_Isolate_S69","m3g2","well_A5","Isolate","","Escherichia/Shigella NA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Escherichia/Shigella NA_","Isolate_well_A5__Escherichia/Shigella NA_"
"m3g2_p1_G11_well_B7_Isolate_S83","m3g2_p1_G11_well_B7_Isolate_S83","m3g2","well_B7","Isolate","","EMPTY","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__EMPTY_","Isolate_well_B7__EMPTY_"
"m3g2_p1_G12_well_B8_Isolate_S84","m3g2_p1_G12_well_B8_Isolate_S84","m3g2","well_B8","Isolate","","Slackia isoflaconiconvertens","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Slackia isoflaconiconvertens_","Isolate_well_B8__Slackia isoflaconiconvertens_"
"m3g2_p1_G3_well_A11_Isolate_S75","m3g2_p1_G3_well_A11_Isolate_S75","m3g2","well_A11","Isolate","","Bacteroides thetaiotaomicron","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bacteroides thetaiotaomicron_","Isolate_well_A11__Bacteroides thetaiotaomicron_"
"m3g2_p1_G4_well_A12_Isolate_S76","m3g2_p1_G4_well_A12_Isolate_S76","m3g2","well_A12","Isolate","","Bacteroides kribbi","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bacteroides kribbi_","Isolate_well_A12__Bacteroides kribbi_"
"m3g2_p1_G5_well_B1_Isolate_S77","m3g2_p1_G5_well_B1_Isolate_S77","m3g2","well_B1","Isolate","","Bacteroides vulgatus","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bacteroides vulgatus_","Isolate_well_B1__Bacteroides vulgatus_"
"m3g2_p1_G6_well_B2_Isolate_S78","m3g2_p1_G6_well_B2_Isolate_S78","m3g2","well_B2","Isolate","","Alistipes shaii","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Alistipes shaii_","Isolate_well_B2__Alistipes shaii_"
"m3g2_p1_G7_well_B3_Isolate_S79","m3g2_p1_G7_well_B3_Isolate_S79","m3g2","well_B3","Isolate","","Parabacteroides distasonis ATCC 8503","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Parabacteroides distasonis ATCC 8503_","Isolate_well_B3__Parabacteroides distasonis ATCC 8503_"
"m3g2_p1_G8_well_B4_Isolate_S80","m3g2_p1_G8_well_B4_Isolate_S80","m3g2","well_B4","Isolate","","[Clostridium] clostridioforme","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__[Clostridium] clostridioforme_","Isolate_well_B4__[Clostridium] clostridioforme_"
"m3g2_p1_G9_well_B5_Isolate_S81","m3g2_p1_G9_well_B5_Isolate_S81","m3g2","well_B5","Isolate","","Lactobacillus rhamnosus","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Lactobacillus rhamnosus_","Isolate_well_B5__Lactobacillus rhamnosus_"
"m3g2_p1_H1_well_B9_Isolate_S85","m3g2_p1_H1_well_B9_Isolate_S85","m3g2","well_B9","Isolate","","Dorea formicigenerans","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Dorea formicigenerans_","Isolate_well_B9__Dorea formicigenerans_"
"m3g2_p1_H10_well_C6_Isolate_S94","m3g2_p1_H10_well_C6_Isolate_S94","m3g2","well_C6","Isolate","","Bacillus wiedmannii","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bacillus wiedmannii_","Isolate_well_C6__Bacillus wiedmannii_"
"m3g2_p1_H11_well_C7_Isolate_S95","m3g2_p1_H11_well_C7_Isolate_S95","m3g2","well_C7","Isolate","","Streptococcus rubneri","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Streptococcus rubneri_","Isolate_well_C7__Streptococcus rubneri_"
"m3g2_p1_H12_well_C8_Isolate_S96","m3g2_p1_H12_well_C8_Isolate_S96","m3g2","well_C8","Isolate","","Bilophila wadsworthia","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Bilophila wadsworthia_","Isolate_well_C8__Bilophila wadsworthia_"
"m3g2_p1_H2_well_B10_Isolate_S86","m3g2_p1_H2_well_B10_Isolate_S86","m3g2","well_B10","Isolate","","Parabacteroides merdae","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Parabacteroides merdae_","Isolate_well_B10__Parabacteroides merdae_"
"m3g2_p1_H3_well_B11_Isolate_S87","m3g2_p1_H3_well_B11_Isolate_S87","m3g2","well_B11","Isolate","","Sutterella wadsworthensis","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Sutterella wadsworthensis_","Isolate_well_B11__Sutterella wadsworthensis_"
"m3g2_p1_H4_well_B12_Isolate_S88","m3g2_p1_H4_well_B12_Isolate_S88","m3g2","well_B12","Isolate","","Streptococcus NA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Streptococcus NA_","Isolate_well_B12__Streptococcus NA_"
"m3g2_p1_H5_well_C1_Isolate_S89","m3g2_p1_H5_well_C1_Isolate_S89","m3g2","well_C1","Isolate","","Gemella NA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Gemella NA_","Isolate_well_C1__Gemella NA_"
"m3g2_p1_H6_well_C2_Isolate_S90","m3g2_p1_H6_well_C2_Isolate_S90","m3g2","well_C2","Isolate","","Streptococcus NA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Streptococcus NA_","Isolate_well_C2__Streptococcus NA_"
"m3g2_p1_H7_well_C3_Isolate_S91","m3g2_p1_H7_well_C3_Isolate_S91","m3g2","well_C3","Isolate","","Staphylococcus NA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Staphylococcus NA_","Isolate_well_C3__Staphylococcus NA_"
"m3g2_p1_H8_well_C4_Isolate_S92","m3g2_p1_H8_well_C4_Isolate_S92","m3g2","well_C4","Isolate","","Collinsella aerofaciens","","","","0",NA,0,NA,NA,NA,NA,"0_NA","Isolate_NA__Collinsella aerofaciens_","Isolate_well_C4__Collinsella aerofaciens_"
"m3g2_p3_A11_Day0_Gavage__S203","m3g2_p3_A11_Day0_Gavage__S203","m3g2","Day0_Gavage","","","synIC","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__synIC_","_Day0_Gavage__synIC_"
"m3g2_p3_A12_Day0_Gavage__S204","m3g2_p3_A12_Day0_Gavage__S204","m3g2","Day0_Gavage","","","synSC","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__synSC_","_Day0_Gavage__synSC_"
"m3g2_p3_B1_Day0_Gavage__S205","m3g2_p3_B1_Day0_Gavage__S205","m3g2","Day0_Gavage","","","syn_All","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__syn_All_","_Day0_Gavage__syn_All_"
"m3g2_p3_B2_Well_D1__S206","m3g2_p3_B2_Well_D1__S206","m3g2","Well_D1","","","Holdmanella sp","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__Holdmanella sp_","_Well_D1__Holdmanella sp_"
"m3g2_p3_B3_Well_D2__S207","m3g2_p3_B3_Well_D2__S207","m3g2","Well_D2","","","Parasutterella sp","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__Parasutterella sp_","_Well_D2__Parasutterella sp_"
"m3g2_p3_B4_Well_D3__S208","m3g2_p3_B4_Well_D3__S208","m3g2","Well_D3","","","Faecalibacterium prausnitzii","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__Faecalibacterium prausnitzii_","_Well_D3__Faecalibacterium prausnitzii_"
"m3g2_p3_B5_Well_D4__S209","m3g2_p3_B5_Well_D4__S209","m3g2","Well_D4","","","","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA___","_Well_D4___"
"m3g2_p3_B6_Well_D5__S210","m3g2_p3_B6_Well_D5__S210","m3g2","Well_D5","","","","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA___","_Well_D5___"
"m3g2_p3_B7_Well_D6__S211","m3g2_p3_B7_Well_D6__S211","m3g2","Well_D6","","","","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA___","_Well_D6___"
"m3g2_p3_C1_Akk_1__S217","m3g2_p3_C1_Akk_1__S217","m3g2","Akk_1","","","Akkermansia 1b","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__Akkermansia 1b_","_Akk_1__Akkermansia 1b_"
"m3g2_p3_C2_Akk_2__S218","m3g2_p3_C2_Akk_2__S218","m3g2","Akk_2","","","AkkermansiaBAA","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__AkkermansiaBAA_","_Akk_2__AkkermansiaBAA_"
"m3g2_p3_C3_Akk_3__S219","m3g2_p3_C3_Akk_3__S219","m3g2","Akk_3","","","Akkermansia anz","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__Akkermansia anz_","_Akk_3__Akkermansia anz_"
"m3g2_p3_C4_Akk_4__S220","m3g2_p3_C4_Akk_4__S220","m3g2","Akk_4","","","Akkermansia am4","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__Akkermansia am4_","_Akk_4__Akkermansia am4_"
"MouseExp2_p3_A7_Day0_Gavage__S199","MouseExp2_p3_A7_Day0_Gavage__S199","MouseExp2","Day0_Gavage","","","IC","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__IC_","_Day0_Gavage__IC_"
"MouseExp2_p3_A8_Day0_Gavage__S200","MouseExp2_p3_A8_Day0_Gavage__S200","MouseExp2","Day0_Gavage","","","SC","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA__SC_","_Day0_Gavage__SC_"
"MouseExp3_p1_A1_Proximal_m1Normal_S1","MouseExp3_p1_A1_Proximal_m1Normal_S1","MouseExp3","Proximal","m1","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m1_Small Intestine_Normal_synIC_SW","m1_Proximal_Normal_synIC_SW"
"MouseExp3_p1_A10_Proximal_m4Normal_S10","MouseExp3_p1_A10_Proximal_m4Normal_S10","MouseExp3","Proximal","m4","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m4_Small Intestine_Normal_synIC_SW","m4_Proximal_Normal_synIC_SW"
"MouseExp3_p1_A11_Mid_m4Normal_S11","MouseExp3_p1_A11_Mid_m4Normal_S11","MouseExp3","Mid","m4","30","synIC","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","m4_Small Intestine_Normal_synIC_SW","m4_Mid_Normal_synIC_SW"
