"","SeqName","Project","SampleType","Mouse","Day","Community","MouseType","Diet","Well","pH","Location","finalDaySamples","Buffer","Replicate","Inoculum","names","Condition","mouse_location","mouse_sampleType"
"S240_mouse_exp2","S240_mouse_exp2","mouse_exp2","Distal","B","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_Stool&SI_SW","B_Distal_Normal_Stool&SI_SW"
"S241_mouse_exp1","S241_mouse_exp1","mouse_exp1","Cecum","2L","36","IC","SW2","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","2L_Cecum_Normal_IC_SW2","2L_Cecum_Normal_IC_SW2"
"S241_mouse_exp2","S241_mouse_exp2","mouse_exp2","Proximal","1R","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_Stool&SI_SW","1R_Proximal_Normal_Stool&SI_SW"
"S242_mouse_exp1","S242_mouse_exp1","mouse_exp1","Cecum","1R","36","IC","B6","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1R_Cecum_Normal_IC_B6","1R_Cecum_Normal_IC_B6"
"S242_mouse_exp2","S242_mouse_exp2","mouse_exp2","Mid","1R","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_Stool&SI_SW","1R_Mid_Normal_Stool&SI_SW"
"S243_mouse_exp1","S243_mouse_exp1","mouse_exp1","Cecum","2L","36","SC","SW2","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","2L_Cecum_Normal_SC_SW2","2L_Cecum_Normal_SC_SW2"
"S243_mouse_exp2","S243_mouse_exp2","mouse_exp2","Distal","1R","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_Stool&SI_SW","1R_Distal_Normal_Stool&SI_SW"
"S244_mouse_exp1","S244_mouse_exp1","mouse_exp1","Cecum","1R","36","SC","SW2","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1R_Cecum_Normal_SC_SW2","1R_Cecum_Normal_SC_SW2"
"S244_mouse_exp2","S244_mouse_exp2","mouse_exp2","Distal","2L","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_Normal_Stool&SI_SW","2L_Distal_Normal_Stool&SI_SW"
"S245_mouse_exp1","S245_mouse_exp1","mouse_exp1","Cecum","B","36","SC","SW2","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","B_Cecum_Normal_SC_SW2","B_Cecum_Normal_SC_SW2"
"S245_mouse_exp2","S245_mouse_exp2","mouse_exp2","Mid","2L","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_Normal_Stool&SI_SW","2L_Mid_Normal_Stool&SI_SW"
"S246_mouse_exp1","S246_mouse_exp1","mouse_exp1","Cecum","1L","36","SC","SW2","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1L_Cecum_Normal_SC_SW2","1L_Cecum_Normal_SC_SW2"
"S246_mouse_exp2","S246_mouse_exp2","mouse_exp2","Proximal","2L","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_Normal_Stool&SI_SW","2L_Proximal_Normal_Stool&SI_SW"
"S247_mouse_exp1","S247_mouse_exp1","mouse_exp1","Cecum","1R","36","SC","B6","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1R_Cecum_Normal_SC_B6","1R_Cecum_Normal_SC_B6"
"S247_mouse_exp2","S247_mouse_exp2","mouse_exp2","Proximal","1L","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_Stool&SI_SW","1L_Proximal_Normal_Stool&SI_SW"
"S248_mouse_exp2","S248_mouse_exp2","mouse_exp2","Mid","1L","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_Stool&SI_SW","1L_Mid_Normal_Stool&SI_SW"
"S249_mouse_exp1","S249_mouse_exp1","mouse_exp1","Proximal","B","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_IC_SW2","B_Proximal_Normal_IC_SW2"
"S249_mouse_exp2","S249_mouse_exp2","mouse_exp2","Distal","1L","36","Stool&SI","SW","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_Stool&SI_SW","1L_Distal_Normal_Stool&SI_SW"
"S25_mouse_exp1","S25_mouse_exp1","mouse_exp1","Stool","1L","2","SC","SW1","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC_SW1","1L_Stool_Normal_SC_SW1"
"S250_mouse_exp1","S250_mouse_exp1","mouse_exp1","Proximal","1R","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_IC_SW2","1R_Proximal_Normal_IC_SW2"
"S250_mouse_exp2","S250_mouse_exp2","mouse_exp2","Cecum","B","36","SC","SW","noFiber","","0","Cecum",1,NA,NA,NA,NA,"0_NA","B_Cecum_noFiber_SC_SW","B_Cecum_noFiber_SC_SW"
"S251_mouse_exp1","S251_mouse_exp1","mouse_exp1","Proximal","2L","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_Normal_IC_SW2","2L_Proximal_Normal_IC_SW2"
"S251_mouse_exp2","S251_mouse_exp2","mouse_exp2","Cecum","2R","36","SC","SW","noFiber","","0","Cecum",1,NA,NA,NA,NA,"0_NA","2R_Cecum_noFiber_SC_SW","2R_Cecum_noFiber_SC_SW"
"S252_mouse_exp1","S252_mouse_exp1","mouse_exp1","Proximal","1R","36","IC","B6","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_IC_B6","1R_Proximal_Normal_IC_B6"
"S252_mouse_exp2","S252_mouse_exp2","mouse_exp2","Cecum","1L","36","SC","SW","noFiber","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1L_Cecum_noFiber_SC_SW","1L_Cecum_noFiber_SC_SW"
"S253_mouse_exp1","S253_mouse_exp1","mouse_exp1","Mid","1L","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_IC_SW2","1L_Mid_Normal_IC_SW2"
"S253_mouse_exp2","S253_mouse_exp2","mouse_exp2","Cecum","1R","36","SC","SW","noFiber","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1R_Cecum_noFiber_SC_SW","1R_Cecum_noFiber_SC_SW"
"S254_mouse_exp1","S254_mouse_exp1","mouse_exp1","Mid","B","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_IC_SW2","B_Mid_Normal_IC_SW2"
"S254_mouse_exp2","S254_mouse_exp2","mouse_exp2","Cecum","2L","36","SC","SW","noFiber","","0","Cecum",1,NA,NA,NA,NA,"0_NA","2L_Cecum_noFiber_SC_SW","2L_Cecum_noFiber_SC_SW"
"S255_mouse_exp1","S255_mouse_exp1","mouse_exp1","Mid","1R","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_IC_SW2","1R_Mid_Normal_IC_SW2"
"S255_mouse_exp2","S255_mouse_exp2","mouse_exp2","Cecum","B","36","SC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","B_Cecum_Normal_SC_SW","B_Cecum_Normal_SC_SW"
"S256_mouse_exp1","S256_mouse_exp1","mouse_exp1","Mid","2L","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_Normal_IC_SW2","2L_Mid_Normal_IC_SW2"
"S256_mouse_exp2","S256_mouse_exp2","mouse_exp2","Cecum","1L","36","SC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1L_Cecum_Normal_SC_SW","1L_Cecum_Normal_SC_SW"
"S257_mouse_exp1","S257_mouse_exp1","mouse_exp1","Mid","1R","36","IC","B6","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_IC_B6","1R_Mid_Normal_IC_B6"
"S257_mouse_exp2","S257_mouse_exp2","mouse_exp2","Cecum","2L","36","SC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","2L_Cecum_Normal_SC_SW","2L_Cecum_Normal_SC_SW"
"S258_mouse_exp1","S258_mouse_exp1","mouse_exp1","Distal","1L","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_IC_SW2","1L_Distal_Normal_IC_SW2"
"S258_mouse_exp2","S258_mouse_exp2","mouse_exp2","Cecum","2R","36","SC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","2R_Cecum_Normal_SC_SW","2R_Cecum_Normal_SC_SW"
"S259_mouse_exp1","S259_mouse_exp1","mouse_exp1","Distal","B","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_IC_SW2","B_Distal_Normal_IC_SW2"
"S259_mouse_exp2","S259_mouse_exp2","mouse_exp2","Cecum","1R","36","SC","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1R_Cecum_Normal_SC_SW","1R_Cecum_Normal_SC_SW"
"S26_mouse_exp1","S26_mouse_exp1","mouse_exp1","Stool","2L","2","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2L_Stool_Normal_IC_SW2","2L_Stool_Normal_IC_SW2"
"S260_mouse_exp1","S260_mouse_exp1","mouse_exp1","Distal","1R","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_IC_SW2","1R_Distal_Normal_IC_SW2"
"S260_mouse_exp2","S260_mouse_exp2","mouse_exp2","Cecum","2L","36","Stool&SI","SW","noFiber","","0","Cecum",1,NA,NA,NA,NA,"0_NA","2L_Cecum_noFiber_Stool&SI_SW","2L_Cecum_noFiber_Stool&SI_SW"
"S261_mouse_exp1","S261_mouse_exp1","mouse_exp1","Distal","2L","36","IC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L_Small Intestine_Normal_IC_SW2","2L_Distal_Normal_IC_SW2"
"S261_mouse_exp2","S261_mouse_exp2","mouse_exp2","Cecum","B","36","Stool&SI","SW","noFiber","","0","Cecum",1,NA,NA,NA,NA,"0_NA","B_Cecum_noFiber_Stool&SI_SW","B_Cecum_noFiber_Stool&SI_SW"
"S262_mouse_exp1","S262_mouse_exp1","mouse_exp1","Distal","1R","36","IC","B6","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_IC_B6","1R_Distal_Normal_IC_B6"
"S262_mouse_exp2","S262_mouse_exp2","mouse_exp2","Cecum","1L","36","Stool&SI","SW","noFiber","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1L_Cecum_noFiber_Stool&SI_SW","1L_Cecum_noFiber_Stool&SI_SW"
"S263_mouse_exp1","S263_mouse_exp1","mouse_exp1","Proximal","2L.1RA","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L.1RA_Small Intestine_Normal_SC_SW2","2L.1RA_Proximal_Normal_SC_SW2"
"S263_mouse_exp2","S263_mouse_exp2","mouse_exp2","Cecum","2R","36","Stool&SI","SW","noFiber","","0","Cecum",1,NA,NA,NA,NA,"0_NA","2R_Cecum_noFiber_Stool&SI_SW","2R_Cecum_noFiber_Stool&SI_SW"
"S264_mouse_exp1","S264_mouse_exp1","mouse_exp1","Proximal","2L.1RB","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L.1RB_Small Intestine_Normal_SC_SW2","2L.1RB_Proximal_Normal_SC_SW2"
"S264_mouse_exp2","S264_mouse_exp2","mouse_exp2","Cecum","1R","36","Stool&SI","SW","noFiber","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1R_Cecum_noFiber_Stool&SI_SW","1R_Cecum_noFiber_Stool&SI_SW"
"S265_mouse_exp2","S265_mouse_exp2","mouse_exp2","Cecum","1L","36","Stool&SI","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1L_Cecum_Normal_Stool&SI_SW","1L_Cecum_Normal_Stool&SI_SW"
"S266_mouse_exp1","S266_mouse_exp1","mouse_exp1","Proximal","1L","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_SC_SW2","1L_Proximal_Normal_SC_SW2"
"S266_mouse_exp2","S266_mouse_exp2","mouse_exp2","Cecum","B","36","Stool&SI","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","B_Cecum_Normal_Stool&SI_SW","B_Cecum_Normal_Stool&SI_SW"
"S267_mouse_exp1","S267_mouse_exp1","mouse_exp1","Proximal","B","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_SC_SW2","B_Proximal_Normal_SC_SW2"
"S267_mouse_exp2","S267_mouse_exp2","mouse_exp2","Cecum","2L","36","Stool&SI","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","2L_Cecum_Normal_Stool&SI_SW","2L_Cecum_Normal_Stool&SI_SW"
"S268_mouse_exp1","S268_mouse_exp1","mouse_exp1","Mid","2L.1RA","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L.1RA_Small Intestine_Normal_SC_SW2","2L.1RA_Mid_Normal_SC_SW2"
"S268_mouse_exp2","S268_mouse_exp2","mouse_exp2","Cecum","1R","36","Stool&SI","SW","Normal","","0","Cecum",1,NA,NA,NA,NA,"0_NA","1R_Cecum_Normal_Stool&SI_SW","1R_Cecum_Normal_Stool&SI_SW"
"S269_mouse_exp1","S269_mouse_exp1","mouse_exp1","Mid","2L.1RB","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L.1RB_Small Intestine_Normal_SC_SW2","2L.1RB_Mid_Normal_SC_SW2"
"S269_mouse_exp2","S269_mouse_exp2","mouse_exp2","Stool","B","36","SC","SW","noFiber","","0","Stool",1,NA,NA,NA,NA,"0_NA","B_Stool_noFiber_SC_SW","B_Stool_noFiber_SC_SW"
"S27_mouse_exp1","S27_mouse_exp1","mouse_exp1","Stool","B","2","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_IC_SW2","B_Stool_Normal_IC_SW2"
"S270_mouse_exp2","S270_mouse_exp2","mouse_exp2","Stool","2R","36","SC","SW","noFiber","","0","Stool",1,NA,NA,NA,NA,"0_NA","2R_Stool_noFiber_SC_SW","2R_Stool_noFiber_SC_SW"
"S271_mouse_exp1","S271_mouse_exp1","mouse_exp1","Mid","1L","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_SC_SW2","1L_Mid_Normal_SC_SW2"
"S271_mouse_exp2","S271_mouse_exp2","mouse_exp2","Stool","1L","36","SC","SW","noFiber","","0","Stool",1,NA,NA,NA,NA,"0_NA","1L_Stool_noFiber_SC_SW","1L_Stool_noFiber_SC_SW"
"S272_mouse_exp1","S272_mouse_exp1","mouse_exp1","Mid","B","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_SC_SW2","B_Mid_Normal_SC_SW2"
"S272_mouse_exp2","S272_mouse_exp2","mouse_exp2","Stool","1R","36","SC","SW","noFiber","","0","Stool",1,NA,NA,NA,NA,"0_NA","1R_Stool_noFiber_SC_SW","1R_Stool_noFiber_SC_SW"
"S273_mouse_exp1","S273_mouse_exp1","mouse_exp1","Distal","2L.1RA","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L.1RA_Small Intestine_Normal_SC_SW2","2L.1RA_Distal_Normal_SC_SW2"
"S273_mouse_exp2","S273_mouse_exp2","mouse_exp2","Stool","2L","36","SC","SW","noFiber","","0","Stool",1,NA,NA,NA,NA,"0_NA","2L_Stool_noFiber_SC_SW","2L_Stool_noFiber_SC_SW"
"S274_mouse_exp1","S274_mouse_exp1","mouse_exp1","Distal","2L.1RB","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2L.1RB_Small Intestine_Normal_SC_SW2","2L.1RB_Distal_Normal_SC_SW2"
"S274_mouse_exp2","S274_mouse_exp2","mouse_exp2","Stool","B","36","SC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","B_Stool_Normal_SC_SW","B_Stool_Normal_SC_SW"
"S275_mouse_exp1","S275_mouse_exp1","mouse_exp1","Distal","1R","36","SC","B6","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_SC_B6","1R_Distal_Normal_SC_B6"
"S275_mouse_exp2","S275_mouse_exp2","mouse_exp2","Stool","1L","36","SC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_SC_SW","1L_Stool_Normal_SC_SW"
"S276_mouse_exp1","S276_mouse_exp1","mouse_exp1","Distal","1L","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_SC_SW2","1L_Distal_Normal_SC_SW2"
"S276_mouse_exp2","S276_mouse_exp2","mouse_exp2","Stool","2L","36","SC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","2L_Stool_Normal_SC_SW","2L_Stool_Normal_SC_SW"
"S277_mouse_exp1","S277_mouse_exp1","mouse_exp1","Distal","B","36","SC","SW2","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_SC_SW2","B_Distal_Normal_SC_SW2"
"S277_mouse_exp2","S277_mouse_exp2","mouse_exp2","Stool","2R","36","SC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","2R_Stool_Normal_SC_SW","2R_Stool_Normal_SC_SW"
"S278_mouse_exp2","S278_mouse_exp2","mouse_exp2","Stool","1R","36","SC","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC_SW","1R_Stool_Normal_SC_SW"
"S279_mouse_exp2","S279_mouse_exp2","mouse_exp2","Stool","2L","36","Stool&SI","SW","noFiber","","0","Stool",1,NA,NA,NA,NA,"0_NA","2L_Stool_noFiber_Stool&SI_SW","2L_Stool_noFiber_Stool&SI_SW"
"S28_mouse_exp1","S28_mouse_exp1","mouse_exp1","Stool","1L","2","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_IC_SW2","1L_Stool_Normal_IC_SW2"
"S280_mouse_exp2","S280_mouse_exp2","mouse_exp2","Stool","B","36","Stool&SI","SW","noFiber","","0","Stool",1,NA,NA,NA,NA,"0_NA","B_Stool_noFiber_Stool&SI_SW","B_Stool_noFiber_Stool&SI_SW"
"S281_mouse_exp2","S281_mouse_exp2","mouse_exp2","Stool","1L","36","Stool&SI","SW","noFiber","","0","Stool",1,NA,NA,NA,NA,"0_NA","1L_Stool_noFiber_Stool&SI_SW","1L_Stool_noFiber_Stool&SI_SW"
"S282_mouse_exp2","S282_mouse_exp2","mouse_exp2","Stool","2R","36","Stool&SI","SW","noFiber","","0","Stool",1,NA,NA,NA,NA,"0_NA","2R_Stool_noFiber_Stool&SI_SW","2R_Stool_noFiber_Stool&SI_SW"
"S283_mouse_exp2","S283_mouse_exp2","mouse_exp2","Stool","1R","36","Stool&SI","SW","noFiber","","0","Stool",1,NA,NA,NA,NA,"0_NA","1R_Stool_noFiber_Stool&SI_SW","1R_Stool_noFiber_Stool&SI_SW"
"S284_mouse_exp2","S284_mouse_exp2","mouse_exp2","Stool","1L","36","Stool&SI","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","1L_Stool_Normal_Stool&SI_SW","1L_Stool_Normal_Stool&SI_SW"
"S285_mouse_exp2","S285_mouse_exp2","mouse_exp2","Stool","B","36","Stool&SI","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","B_Stool_Normal_Stool&SI_SW","B_Stool_Normal_Stool&SI_SW"
"S286_mouse_exp2","S286_mouse_exp2","mouse_exp2","Stool","2L","36","Stool&SI","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","2L_Stool_Normal_Stool&SI_SW","2L_Stool_Normal_Stool&SI_SW"
"S287_mouse_exp2","S287_mouse_exp2","mouse_exp2","Stool","1R","36","Stool&SI","SW","Normal","","0","Stool",1,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_Stool&SI_SW","1R_Stool_Normal_Stool&SI_SW"
"S288_mouse_exp2","S288_mouse_exp2","mouse_exp2","Control","","36","","","","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA___","_Control___"
"S29_mouse_exp1","S29_mouse_exp1","mouse_exp1","Stool","1R","2","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_IC_SW2","1R_Stool_Normal_IC_SW2"
"S3_mouse_exp1","S3_mouse_exp1","mouse_exp1","Stool","2L","1","IC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","2L_Stool_Normal_IC_SW2","2L_Stool_Normal_IC_SW2"
"S30_mouse_exp1","S30_mouse_exp1","mouse_exp1","Stool","1R","2","SC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","1R_Stool_Normal_SC_SW2","1R_Stool_Normal_SC_SW2"
"S31_mouse_exp1","S31_mouse_exp1","mouse_exp1","Stool","B","2","SC","SW2","Normal","","0","Stool",0,NA,NA,NA,NA,"0_NA","B_Stool_Normal_SC_SW2","B_Stool_Normal_SC_SW2"
"S318_mouse_exp1","S318_mouse_exp1","mouse_exp1","Overnight","","0","SC","","Normal","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA_Normal_SC_","_Overnight_Normal_SC_"
"S319_mouse_exp1","S319_mouse_exp1","mouse_exp1","Overnight","","0","IC","","Normal","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA_Normal_IC_","_Overnight_Normal_IC_"
"S320_mouse_exp1","S320_mouse_exp1","mouse_exp1","Overnight","","0","SC","","Normal","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA_Normal_SC_","_Overnight_Normal_SC_"
"S321_mouse_exp1","S321_mouse_exp1","mouse_exp1","Overnight","","0","IC","","Normal","","0",NA,0,NA,NA,NA,NA,"0_NA","_NA_Normal_IC_","_Overnight_Normal_IC_"
"S322_mouse_exp1","S322_mouse_exp1","mouse_exp1","Proximal","1L","49","IC into SC-mouse","B6","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_IC into SC-mouse_B6","1L_Proximal_Normal_IC into SC-mouse_B6"
"S323_mouse_exp1","S323_mouse_exp1","mouse_exp1","Mid","1L","49","IC into SC-mouse","B6","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_IC into SC-mouse_B6","1L_Mid_Normal_IC into SC-mouse_B6"
"S324_mouse_exp1","S324_mouse_exp1","mouse_exp1","Distal","1L","49","IC into SC-mouse","B6","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_IC into SC-mouse_B6","1L_Distal_Normal_IC into SC-mouse_B6"
"S325_mouse_exp1","S325_mouse_exp1","mouse_exp1","Proximal","B","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_IC into SC-mouse_SW1","B_Proximal_Normal_IC into SC-mouse_SW1"
"S326_mouse_exp1","S326_mouse_exp1","mouse_exp1","Mid","B","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_IC into SC-mouse_SW1","B_Mid_Normal_IC into SC-mouse_SW1"
"S327_mouse_exp1","S327_mouse_exp1","mouse_exp1","Distal","B","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","B_Small Intestine_Normal_IC into SC-mouse_SW1","B_Distal_Normal_IC into SC-mouse_SW1"
"S328_mouse_exp1","S328_mouse_exp1","mouse_exp1","Proximal","1L","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_IC into SC-mouse_SW1","1L_Proximal_Normal_IC into SC-mouse_SW1"
"S329_mouse_exp1","S329_mouse_exp1","mouse_exp1","Mid","1L","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_IC into SC-mouse_SW1","1L_Mid_Normal_IC into SC-mouse_SW1"
"S330_mouse_exp1","S330_mouse_exp1","mouse_exp1","Distal","1L","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_IC into SC-mouse_SW1","1L_Distal_Normal_IC into SC-mouse_SW1"
"S331_mouse_exp1","S331_mouse_exp1","mouse_exp1","Proximal","1R","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_IC into SC-mouse_SW1","1R_Proximal_Normal_IC into SC-mouse_SW1"
"S332_mouse_exp1","S332_mouse_exp1","mouse_exp1","Mid","1R","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_IC into SC-mouse_SW1","1R_Mid_Normal_IC into SC-mouse_SW1"
"S333_mouse_exp1","S333_mouse_exp1","mouse_exp1","Distal","1R","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1R_Small Intestine_Normal_IC into SC-mouse_SW1","1R_Distal_Normal_IC into SC-mouse_SW1"
"S334_mouse_exp1","S334_mouse_exp1","mouse_exp1","Proximal","2R","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_Normal_IC into SC-mouse_SW1","2R_Proximal_Normal_IC into SC-mouse_SW1"
"S335_mouse_exp1","S335_mouse_exp1","mouse_exp1","Mid","2R","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_Normal_IC into SC-mouse_SW1","2R_Mid_Normal_IC into SC-mouse_SW1"
"S336_mouse_exp1","S336_mouse_exp1","mouse_exp1","Distal","2R","49","IC into SC-mouse","SW1","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","2R_Small Intestine_Normal_IC into SC-mouse_SW1","2R_Distal_Normal_IC into SC-mouse_SW1"
"S337_mouse_exp1","S337_mouse_exp1","mouse_exp1","Proximal","1L","49","SC into IC-mouse","B6","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_SC into IC-mouse_B6","1L_Proximal_Normal_SC into IC-mouse_B6"
"S338_mouse_exp1","S338_mouse_exp1","mouse_exp1","Mid","1L","49","SC into IC-mouse","B6","Normal","","0","Small Intestine",1,NA,NA,NA,NA,"0_NA","1L_Small Intestine_Normal_SC into IC-mouse_B6","1L_Mid_Normal_SC into IC-mouse_B6"
